lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,method,ra,age_days,trial_order,session_error,session_error_type,notes,second_session,lang_group,lang1,lang1_exposure,lang2,lang2_exposure,lang3,lang3_exposure,caregiver_seat,macarthur_ladder,parenta_gender,parenta_education,parentb_gender,parentb_education,preterm,days_preterm,prev_earinfection,curr_earinfection,hearing_vision,hearing_vision_info,cognitive_developmental,cognitive_developmental_info,sib1_age,sib1_gender,sib2_age,sib2_gender,sib3_age,sib3_gender,sib4_age,sib4_gender,tod,season,race_ethnicity,gender,lang4,lang4_exposure,bilingual_nae,bilingual_parenta_nae,bilingual_parentb_nae,bilingual_interview_lang,beard,ratype,childcare,visits,household_size,last_feed_min,last_sleep_min,termtime,popnum,popkm2,subid_unique
trainorlab,s25,IDS,IDS6,12.0,4.6381,7.6941,noerror',,HPP,Kristie,205.0,1.0,noerror,,"NA, note that there is no 24 - we accidentally skipped from 23 to 25.",N,Monolingual,English,100.0,,,,,caregiver,,F,18,M,13,term,,No,No,No,"Has history of hearing impariment from mom, she has freqeunt ear infections and tubes",N,,,,,,,,,,,Winter,,F,,,,,,,no_beard,undergraduate,,,,,,in session,,,trainorlab:s25
infantlanglabutk,mb1r64ms7,IDS4,IDS4,12.0,1399.0,3417.0,noerror,,hpp,SP,205.0,4.0,noerror,,,N,Monolingual,English,100.0,,,,,caregiver,5.0,F,16,M,16,preterm,13.0,2,N,N,,N,,,,,,,,,,,,white,M,,,,,,,,,,,,,,,,,infantlanglabutk:mb1r64ms7
infantcogubc,sl05,ADS,ADS5,10.0,7.27,15.24,noerror,,Eyetracking,Rachelle,231.0,2.0,noerror,,Eye-tracker was on table,N,monolingual,English,90.0,Cantonese,10.0,,,seat,,F,16.0,M,14.0,term,,N,N,N,,N,,,,,,,,,,,,East/South East Asia & European,F,,,,,,,,,,,,,,,,,infantcogubc:sl05
dcnlabtennessee,mb015,ADS,ADS4,12.0,5.907,18.033,noerror,,eye-tracking,KR,423.0,3.0,noerror,,,n,Monolingual,English,100.0,na,,na,,Caregiver,4.0,f,16,m,16,term,,no,no,no,,no,,3,f,na,na,na,na,na,na,,,white,f,,,,,,,,,,,,,,,,,dcnlabtennessee:mb015
babylabshimane,202,ADS,ADS5,10.0,0.0,18.0,error,Calibration was so bad,Eyetracking,Ayumi,267.0,2.0,error,Calibration was so bad,infant saw the monitor but eyetracker couldn't catch it,N,Monolingual,Japanese,100.0,,,,,caregiver,7.0,F,16.0,M,12,term,,N,N,N,,N,,4,M,,,,,,,,,Asian,F,,,,,,,,,,,,,,,,,babylabshimane:202
babylabprinceton,manybabies027,IDS,IDS3,8.0,6.444,8.455,noerror,,HPP,RC,410.0,3.0,noerror,,RA is undergrad,N,monolingual,English,100.0,,,,,caregiver,7.0,M,18.0,F,16,Y,14.0,N,N,N,,N,,4,F,,,,,,,0930,Fall,white and asian,F,,,,,,,no_beard,RA,"at home with mom 2 days, daycare 3 days",30.0,3.0,2.5,0.5,in session,44430.0,79.0,babylabprinceton:manybabies027
langlabucla,mb925,IDS,IDS-3,6.0,6.752,9.936,noerror,,HPP,VM,293.0,1.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,,M,18,F,18,term,,Y,Y,N,,N,,3,F,,,,,,,,,Asian,M,,,,,,,,,,,,,,,,,langlabucla:mb925
cfnuofn,cfngrn,ADS,ADS1,5.0,2.73,17.1,noerror,,Eyetracking,OliviaW,383.0,3.0,noerror,,Baby fussed out halfway through experiment,Y,Monolingual,English,100.0,,,,,seat,,F,12,M,15,Term,3.0,no,no,no,,no,,,,,,,,,,1000.0,Summer,australian,M,,,,regularly,regularly,preferred,no_beard,postgraduate,,,,,,not in session,32578.0,56.0,cfnuofn:cfngrn
bounbcl,mb128,ADS,ADS1,6.0,4.52,7.16,noerror,,SingleScreen,Didar,433.0,4.0,noerror,,Looked less overall,N,Monolingual,Turkish,95.0,Turkmen,5.0,,,caregiver,6.0,F,15.0,M,17,term,,No,No,No,,No,,,,,,,,,,1500.0,Winter,,F,,,,,,,no_beard,graduate,Nanny,12-16 times a month,2.0,60.0,120.0,not in session,1180445.0,81.0,bounbcl:mb128
lllliv,mb040,training,train1,-2.0,0.0,2.01,,,Eyetracking,Sam,406.0,4.0,error,incomplete - fuss out,Fussed out in many babies around test trial 10/18,N,monolingual,English,100.0,,,,,seat,,F,21,M,13,term,,No,No,N,,N,,,,,,,,,,930,Fall,Mixed Ethnicity: White and other,M,,,,,,,no_beard,postgraduate,,,,,,in session,,,lllliv:mb040
kokuhamburg,mb27,IDS,IDS6,13.0,,,error,experiment ended early,Eyetracking,Sven,218.0,3.0,noerror,,,N,Monolingual,German,100.0,,,,,caregiver,,F,18,M,18,term,,No,No,N,,N,,5,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,kokuhamburg:mb27
ethosrennes,xg946,ADS,ADS6,13.0,4.95,18.25,noerror,,Eyetracking,Chloe,269.0,4.0,noerror,,,N,monolingual,french,100.0,,,,,caregiver,,F,17,M,12,term,,Y,N,N,,N,,,,,,,,,,1030.0,Winter,,M,,,,,,,no_beard,undergraduate,daycare center 4 days per week,,,1899-12-31 02:00:00,1899-12-31 02:00:00,,,,ethosrennes:xg946
bllumanitoba,1817,IDS,IDS1,1.0,16.989,18.213,noerror,,HPP,Kelsey,277.0,1.0,noerror,,,N,monolingual,English,91.0,Spanish,5.0,French,4.0,caregiver,8.0,F,18.0,M,16,term,,N,N,N,,N,,,,,,,,,,1230.0,Summer,Canadian-Columbian,M,,,91.0,regularly,regularly,preferred,no_beard,undergraduate,Baby stays home with mom.,,2.0,,,in session,214830.0,77.0,bllumanitoba:1817
babylabkonstanz,mb13,ADS,ADS7,4.0,5.59,8.11,noerror,,HPP,Ro,236.0,4.0,noerror,,,N,Monolingual,German,100.0,,,,,caregiver,6.0,F,13.0,M,12,term,,No,No,N,,,,,,,,,,,,,,Caucasian,M,,,,,,,no,MA-student,,,,,,,,,babylabkonstanz:mb13
weltentdeckerzurich,mb12658,IDS,IDS1,2.0,17.11,18.0,noerror,,Eyetracking,Leonie,413.0,2.0,noerror,,,N,Bilingual,Swissgerman,69.0,Spanish (Colombia),30.0,English,1.0,seat,,M,15,F,17,term,,N,N,N,,N,,,,,,,,,,1100,Fall,,M,,,0.0,,,preferred,no_beard,undergraduate,"goes to daycare since age of 8 months, 2 days per week, 8h",,,,,in session,317890.0,78.0,weltentdeckerzurich:mb12658
babylabutrecht,1007,IDS,IDS8,16.0,1.205711,3.205711,noerror,,HPP,YL,322.0,1.0,noerror,,,N,Monolingual,Dutch,100.0,,,,,caregiver,6.5,F,16.0,,15,term,-12.0,N,,N,,N,,,,,,,,,,1512.0,Fall,,M,,,,,,,,undergrad,daycare,,,,,,,,babylabutrecht:1007
babylabbrookes,mb107,ADS,ADS-6,13.0,14.72,,noerror,,Single Screen,N1,159.0,4.0,noerror,,good,N,Monolingual,English,100.0,,,,,caregiver,,F,18.0,M,16,term,,No,No,N,,N,,,,,,,,,,,,,F,,,,,,,no_beard,postgraduate,Family,,,,,,,,babylabbrookes:mb107
lppparisdescartes2,mb12nr,ADS,ADS7,4.0,365.0,18.0,noerror,,HPP,,251.0,4.0,Noerror,,,N,monolingual,french,100.0,,,,,caregiver,,F,,M,,term,,no,no,no,,no,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,lppparisdescartes2:mb12nr
callab,callab39,IDS,IDS2,10.0,0.0,2.03204345703125,noerror,,eye-tracking,Ben,390.0,3.0,noerror,,,N,Monolingual,English,95.0,,,,,Caregiver,,M,18,,14,Term,,N,N,N,,N,,,,,,,,,,,,Caucasian,M,,,,,,,,staff,,,,,,,,,callab:callab39
babylablmu,19,IDS,IDS1,6.0,,,error,experiment ended early,Eyetracking,Nadine,355.0,3.0,noerror,,,N,Monolingual,German,100.0,,,,,seat,7.5,F,21,F,21,term,,No,No,N,,N,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,babylablmu:19
callab,callab15,IDS,IDS4,11.0,1.39956665039062,3.41702270507812,noerror,,eye-tracking,Ben,338.0,3.0,noerror,,,N,Monolingual,English,90.0,,,,,Caregiver,,F,14,,14,Term,,N,N,N,,N,,5,M,,,,,,,,,African American/Hispanic/Caucasian,M,,,,,,,,staff,,,,,,,,,callab:callab15
infantcoglablouisville,234889,IDS,IDS6,13.0,8.9,8.9,no error,,single screen,Nonah,337.0,3.0,error,"stimulus 13 (ADS5) presented twice, IDS3 was not given",,N,monolingual,English,100.0,,0.0,0,0.0,caregiver,5.5,F,16.0,M,14.0,term,,N,N,N,,N,,2.95,F,,,,,,,,,white,M,0,0.0,,,,,,,,,,,,,,,infantcoglablouisville:234889
lllliv,mb018,IDS,IDS5,2.0,14.34,18.006,,,Eyetracking,Sam,214.0,4.0,noerror,,Unsettled in last few trials,N,monolingual,English,100.0,,,,,seat,,F,18,M,18,term,,No,No,N,,N,,3,F,,,,,,,1030,Spring,white british/ Irish,M,,,,,,,no_beard,postgraduate,,,,,,in session,,,lllliv:mb018
babylabuclajohnson,10542,IDS,IDS2,9.0,18.0,18.0,noerror,,Eyetracking & Online Coding,SB,380.0,4.0,noerror,,,N,Monolingual,English,98.0,Greek,2.0,Spanish,1.0,Caregiver,6.0,M,16.0,F,18,Term,,N,N,N,,N,,,,,,,,,,,,Caucasian,F,,,,,,,,,,,,,,,,,babylabuclajohnson:10542
infantlanglabutk,mb1r123fs8,IDS8,IDS8,15.0,6311.0,8318.0,noerror,,hpp,SP,392.0,3.0,noerror,,,,Monolingual,English,100.0,,,,,caregiver,7.0,F,16,M,16,Preterm,20.0,0,N,N,,N,N,6,F,6,F,1,F,,,,,White,F,,,,,,,,,,,,,,,,,infantlanglabutk:mb1r123fs8
baldwinlabuoregon,mb02,IDS,IDS-7,16.0,15.72124489,18.00461056,noerror,,single screen,JK,351.0,2.0,noerror,,,N,monolingual,English,95.0,Japanese,5.0,,,seat,,F,16.0,M,14,preterm,7.0,N,N,N,,N,,,,,,,,,,1530.0,Spring,,F,,,,,,,no_beard,graduate,,,,,,in session,,,baldwinlabuoregon:mb02
babylabshimane,214,IDS,IDS7,13.0,15.42,18.0,noerror,,Eyetracking,Ayumi,226.0,1.0,noerror,,father was in the same room but he was very quiet.,N,Monolingual,Japanese,99.0,English,1.0,,,caregiver,8.0,F,16.0,M,16,term,,N,N,N,,N,,,,,,,,,,,,Asian,F,,,,,,,,,,,,,,,,,babylabshimane:214
udssaarland,4,IDS,IDS-5,12.0,16.3054018021,18.004188776,noerror,,SingleScreen,Exp2,190.0,1.0,noerror,,,N,monolingual,German,100.0,,,,,caregiver,8.0,F,18,M,18,term,,N,N,N,,N,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,udssaarland:4
lppparisdescartes2,mb27cbg,IDS,IDS1,6.0,2384.0,18.0,noerror,,HPP,,215.0,3.0,error,hidden eyes,trials 7 and 9,N,monolingual,french,100.0,,,,,caregiver,,F,,M,,term,,no,no,no,,no,,4,F,,,,,,,,,,M,,,,,,,,,,,,,,,,,lppparisdescartes2:mb27cbg
babylabuclajohnson,10383,ADS,ADS7,14.0,4.94,10.69,noerror,,Eyetracking & Online Coding,SB,379.0,1.0,noerror,,,N,Monolingual,English,100.0,,,,,Caregiver,7.0,F,16.0,M,16,Preterm,24.0,N,N,N,,N,,,,,,,,,,,,Caucasian,M,,,,,,,,,,,,,,,,,babylabuclajohnson:10383
langlabucla,mb919,ADS,ADS-7,3.0,17.563,18.987,noerror,,HPP,VM,324.0,3.0,noerror,,,N,monolingual,English,99.0,Spanish,0.0,,,caregiver,,F,19,M,16,term,,N,N,N,,N,,,,,,,,,,,,"Caucasian, Hispanic",F,,,,,,,,,,,,,,,,,langlabucla:mb919
babylabplymouth,mb1103,training,training,-2.0,12.69,17.71,noerror,,HPP,Abbey,351.0,3.0,noerror,,"very wriggly, wasn't that happy from about trial 10 due to a dirty nappy",N,monolingual,english,100.0,,,,,caregiver,3.0,F,14.0,M,13,term,,N,N,N,,N,,11,M,10.0,M,,,,,,Summer,british,M,,,,,,,no_beard,undergraduate,,,,,,not in session,,,babylabplymouth:mb1103
chosunbaby,h40y27,IDS,IDS1,5.0,2.765,2.765,noerror,,HPP,NAM,207.0,4.0,noerror,,,N,monolingual,Korean,100.0,,,,,caregiver,,F,12,M,16,term,,yes,no,N,,N,,,,,,,,,,,Fall,Asian,M,,,,,,,no_beard,postgraduate,,,,,,,,,chosunbaby:h40y27
weltentdeckerzurich,mb13447,IDS,IDS7,14.0,16.02,18.0,noerror,,Eyetracking,Leonie,378.0,2.0,noerror,,child cried a bit,N,Monolingual,Swissgerman,100.0,,,,,seat,,M,12,F,15,term,,N,N,N,,N,,2,M,,,,,,,1600,Fall,,M,,,0.0,,,preferred,no_beard,undergraduate,stays at home,,,,,in session,258922.0,81.0,weltentdeckerzurich:mb13447
babylabnijmegen,ba2369,ADS,ADS7,14.0,6.87,951.0,noerror,,HPP,KM,249.0,1.0,noerror,,,N,monolingual,Dutch,100.0,,,,,caregiver,8.0,M,18.0,F,18,term,,N,N,N,,N,,,,,,,,,,1430,"fall,,,",,F,,,,,,,,,,,,,,,,,babylabnijmegen:ba2369
babylabshimane,212,ADS,ADS5,2.0,0.94,18.0,noerror,,Eyetracking,Ayumi,274.0,3.0,noerror,,,N,Monolingual,Japanese,99.0,English,1.0,,,caregiver,8.0,F,16.0,M,16,term,,Y,N,N,,N,,,,,,,,,,,,Asian,M,,,,,,,,,,,,,,,,,babylabshimane:212
babylabumassb,mbpumb001122522,ADS,ADS5,9.0,14.7233,18.01,noerror,,Eyetracking,MC,352.0,1.0,noerror,,,Y,monolingual,English,100.0,,,,,caregiver,,F,18.0,M,18,term,,Y,N,N,,N,,,,,,,,,,,,White/Not hispanic,F,,,,,,,,,,,,,,,,,babylabumassb:mbpumb001122522
weltentdeckerzurich,mb13948,ADS,ADS1,5.0,1.65,3.99,noerror,,Eyetracking,Leonie,379.0,3.0,noerror,,mother talked and pointed to display once,N,Monolingual,Swissgerman,100.0,,,,,seat,,F,14,M,17,term,,N,N,N,,,,,,,,,,,,1000,Winter,,F,,,0.0,,,preferred,no_beard,undergraduate,"goes to daycare since age of 6 months, 2 days per week, 8h",,,,,not in session,343121.0,81.0,weltentdeckerzurich:mb13948
infantlanglabutk,mb1r144ms12,ADS5,ADS5,1.0,9894.0,13541.0,noerror,,hpp,SP,443.0,4.0,noerror,,,,Monolingual,English,100.0,,,,,caregiver,6.0,M,13,F,16,Term,,0,N,N,,N,N,,,,,,,,,,,Black/White,M,,,,,,,,,,,,,,,,,infantlanglabutk:mb1r144ms12
lllliv,mb012,IDS,IDS3,5.0,2.943,15.215,,,Eyetracking,Rebecca,205.0,2.0,noerror,,,N,monolingual,English,100.0,,,,,seat,,F,14,M,12,term,,No,No,N,,N,,4,M,,,,,,,1200,Fall,White british/ Irish,F,,,,,,,no_beard,undergraduate,,,,,,in session,,,lllliv:mb012
weltentdeckerzurich,mb12872,ADS,ADS8,15.0,17.11,18.0,noerror,,Eyetracking,Leonie,406.0,1.0,noerror,,,N,Monolingual,Swissgerman,100.0,,,,,seat,,F,17,M,17,term,,N,N,N,,N,,,,,,,,,,1530,Fall,,M,,,0.0,,,preferred,no_beard,undergraduate,"goes to daycare since age of 6 months, 2-3 days per week",,,,,in session,307467.0,79.0,weltentdeckerzurich:mb12872
babylablangessex,mb121504,IDS,IDS4,12.0,1.712,3.805,noerror,,Eyetracking,Ioana,415.0,4.0,error,child is bilingual,turning to mum (in the child's back),N,Monolingual,English,97.0,Mandarin,3.0,,,Seat,7.0,F,15.0,M,15,Preterm,2.0,no,no,no,,no,,3.0,M,,,,,,,,,,F,,,,,,,,undergraduate,,,,,,,,,babylablangessex:mb121504
infantllmadison,mb011,IDS,IDS3,6.0,18.028,18.027,noerror,,HPP,RR,297.0,1.0,noerror,,"RA is a full time lab manager, post-undergrad",N,monolingual,English,100.0,,,,,caregiver,8.0,F,18.0,M,18.0,term,,N,N,N,,N,,,,,,,,,,1200.0,Summer,White,F,,,,,,,no_beard,other,,,,,,not in session,101843.0,48.0,infantllmadison:mb011
purdueinfantspeech,4294,IDS,IDS3,7.0,13.93,17.83,noerror,,HPP,RAZ,277.0,4.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,,F,12,M,18,full,3.0,0,No,N,,N,,,,,,,,,,,,White,M,,,,,,,,Graduate,,,,,,,,,purdueinfantspeech:4294
pocdnorthwestern,mb29,Training,train1,1.0,18.61104,19.999,noerror,,Eyetracking,Miriam,412.0,3.0,noerror,,great baby!,N,Monolingual,English,95.0,German,5.0,,,caregiver,,F,18,M,18,term,,Yes,No,N,,N,,,,,,,,,,,Winter,Caucasian,F,,,,,,,no_beard,postgraduate,,,,,,in session,,,pocdnorthwestern:mb29
cdcceu,mb2,training,train1,-2.0,18.034,18.034,noerror,,Eyetracking,"Mikolaj, Zsu",371.0,2.0,noerror,,"Mikolaj had beard. Zsu is a full-time employed RA, Mikolaj run the experiment. Zsu talked to the mum, gathered questionnaire data. ",N,Monolingual,Hungarian,100.0,,,,,caregiver,,F,,M,,N,,N,N,N,,N,,,,,,,,,,930.0,Fall,,F,,,0.0,,,preferred,beard,other,,,2.0,30,5,,,,cdcceu:mb2
babylablmu,1,ADS,ADS8,15.0,1.02,18049.0,noerror,,Eyetracking,Nadine,369.0,1.0,error,pilot participant,pilot participant,N,Bilingual,Polish,60.0,German,40.0,,,caregiver,8.0,F,12,M,18,term,,No,No,N,,N,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,babylablmu:1
lppparisdescartes2,mb15af,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lppparisdescartes2,mb21np,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lppparisdescartes2,mb21np,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,14mb03,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,14mb03,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,14mb03,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,14mb03,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,14mb03,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,14mb03,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,14mb03,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,14mb03,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,14mb25,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,14mb25,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,14mb25,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,14mb25,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,14mb25,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,14mb25,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,14mb25,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb04,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb04,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb04,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb04,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb04,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb04,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb04,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb04,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb10,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb10,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb10,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb10,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb10,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb10,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb10,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb10,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lancaster,8mb10,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infantcoglablouisville,236607,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infantcoglablouisville,236607,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infantcoglablouisville,236607,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infantcoglablouisville,236607,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infantllmadison,mb009,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infantllmadison,mb009,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infantllmadison,mb009,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infantllmadison,mb009,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infantllmadison,mb012,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infantllmadison,mb012,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infantllmadison,mb012,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infantllmadison,mb012,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infantllmadison,mb012,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purdueinfantspeech,4337,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purdueinfantspeech,4337,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purdueinfantspeech,4337,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purdueinfantspeech,4337,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purdueinfantspeech,4337,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purdueinfantspeech,4337,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purdueinfantspeech,4337,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babylabuclajohnson,10055,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babylabuclajohnson,10055,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babylabuclajohnson,10055,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babylabuclajohnson,10055,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babylabuclajohnson,10055,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babylabuclajohnson,10055,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babylabuclajohnson,10055,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babylabuclajohnson,10055,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babylabuclajohnson,10055,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
